ID_Venda,Data_Venda,ID_Cliente,Nome_Cliente,Email_Cliente,País,Categoria_Produto,Produto,Preço_Unitário,Quantidade,Total_Venda
37,2019-06-02 09:48:07,d1380a1e-558e-4279-aa27-3d54da4d116f,Frau Margareta Kallert B.A.,frau.b.a.@yahoo.com,Réunion,Celulares,Xiaomi 12,599.0,5,2995.0
38,2024-02-05 13:16:24,36d50921-b141-4672-a6f5-c18d65201f2e,Samuel Monteiro,samuel.monteiro@yahoo.com,Timor Leste,Acessórios,Smartwatch,150.0,5,750.0
39,2019-04-17 01:50:06,d7a53545-7e87-4c72-b28a-9ce8823d9e45,Ярослав Жанович Рогов,ярослав.рогов@gmail.com,Греция,Acessórios,Protetor de tela de vidro,10.0,4,40.0
40,2023-05-01 17:53:57,d1380a1e-558e-4279-aa27-3d54da4d116f,Frau Margareta Kallert B.A.,frau.b.a.@yahoo.com,Réunion,Acessórios,Fone de Ouvido Bluetooth,50.0,4,200.0
41,2021-03-29 10:28:44,ef19c87a-b603-43db-a65b-d81b0e9e1d8e,Prof. Gabor Schuster B.A.,prof..b.a.@yahoo.com,China,Acessórios,Fone de Ouvido Bluetooth,50.0,1,50.0
42,2020-08-10 06:04:21,7d462162-0d32-4806-a3fa-579d62dacee6,Jared Sanders,jared.sanders@hotmail.com,Jamaica,Acessórios,Smartwatch,150.0,1,150.0
43,2022-11-03 06:27:48,2ec54ace-8dd2-4e8f-a32d-1b91bb98bc04,Dott. Annetta Castioni,dott..castioni@hotmail.com,Palestina,Acessórios,Carregador USB-C,25.0,2,50.0
44,2023-08-21 11:51:48,ce146c5c-bc44-4e46-a629-edf93a57eb33,Dr. Imelda Rohleder B.Eng.,dr..b.eng.@gmail.com,Tansania,Celulares,Xiaomi 12,599.0,2,1198.0
45,2022-04-16 02:28:18,584ec36e-528b-4bc0-a286-afacf1eaf488,Dott. Annetta Innocenti,dott..innocenti@hotmail.com,Lituania,Celulares,Samsung Galaxy S22,799.0,1,799.0
46,2024-04-30 08:58:12,87b77ab0-b336-4fee-8780-378210c6ca8d,Carrie Carter,carrie.carter@yahoo.com,El Salvador,Celulares,iPhone 13,850.0,2,1700.0
47,2020-01-22 12:24:12,e4a5ae03-e6d3-4743-9ed5-a534468e14e4,Günter Junck-Dussen van,günter.van@yahoo.com,Republik Korea,Celulares,Google Pixel 6,699.0,1,699.0
48,2024-12-24 19:55:48,9aad8dc4-3800-447e-8bd4-10a95030beb6,Georges Thibault,georges.thibault@gmail.com,Laos,Acessórios,Carregador USB-C,25.0,1,25.0
49,2019-12-28 12:49:14,d1380a1e-558e-4279-aa27-3d54da4d116f,Frau Margareta Kallert B.A.,frau.b.a.@yahoo.com,Réunion,Acessórios,Fone de Ouvido Bluetooth,50.0,3,150.0
50,2023-08-01 05:47:28,e33f7bf8-2bee-4285-8641-688ed6bcd0fb,Miguel Knappe,miguel.knappe@hotmail.com,Türkei,Acessórios,Capa de Silicone,15.0,1,15.0
51,2020-02-07 18:18:51,2ec54ace-8dd2-4e8f-a32d-1b91bb98bc04,Dott. Annetta Castioni,dott..castioni@hotmail.com,Palestina,Celulares,Google Pixel 6,699.0,5,3495.0
52,2023-05-10 01:41:40,e4a5ae03-e6d3-4743-9ed5-a534468e14e4,Günter Junck-Dussen van,günter.van@yahoo.com,Republik Korea,Acessórios,Protetor de tela de vidro,10.0,1,10.0
53,2023-04-25 11:19:27,2921ffa8-6a13-422a-a5ee-2a1550c2a0d4,Arnaude du Raynaud,arnaude.raynaud@hotmail.com,Guadeloupe,Celulares,iPhone 13,850.0,2,1700.0
54,2024-01-04 12:39:56,c8bf6071-cdd0-4de2-9fe3-b51117d3f5eb,Fredo Abba-Dulbecco,fredo.abba-dulbecco@yahoo.com,Kazakhstan,Acessórios,Smartwatch,150.0,2,300.0
55,2020-02-04 14:54:27,7d462162-0d32-4806-a3fa-579d62dacee6,Jared Sanders,jared.sanders@hotmail.com,Jamaica,Celulares,Google Pixel 6,699.0,4,2796.0
56,2021-11-08 16:54:29,d1380a1e-558e-4279-aa27-3d54da4d116f,Frau Margareta Kallert B.A.,frau.b.a.@yahoo.com,Réunion,Acessórios,Protetor de tela de vidro,10.0,2,20.0
57,2021-05-15 08:37:47,ce146c5c-bc44-4e46-a629-edf93a57eb33,Dr. Imelda Rohleder B.Eng.,dr..b.eng.@gmail.com,Tansania,Acessórios,Carregador USB-C,25.0,5,125.0
58,2023-01-20 20:15:08,ce146c5c-bc44-4e46-a629-edf93a57eb33,Dr. Imelda Rohleder B.Eng.,dr..b.eng.@gmail.com,Tansania,Acessórios,Power Bank 10000mAh,30.0,4,120.0
59,2023-03-18 12:21:04,c8bf6071-cdd0-4de2-9fe3-b51117d3f5eb,Fredo Abba-Dulbecco,fredo.abba-dulbecco@yahoo.com,Kazakhstan,Celulares,OnePlus 10 Pro,750.0,5,3750.0
60,2022-07-20 01:25:11,9aad8dc4-3800-447e-8bd4-10a95030beb6,Georges Thibault,georges.thibault@gmail.com,Laos,Celulares,Xiaomi 12,599.0,5,2995.0
61,2024-06-21 22:40:06,c99669e5-ec69-4ead-bb0a-c67b40633030,Горбунова Наталья Филипповна,горбунова.филипповна@hotmail.com,Тунис,Acessórios,Smartwatch,150.0,1,150.0
62,2019-10-11 13:11:33,c99669e5-ec69-4ead-bb0a-c67b40633030,Горбунова Наталья Филипповна,горбунова.филипповна@hotmail.com,Тунис,Acessórios,Fone de Ouvido Bluetooth,50.0,5,250.0
63,2019-03-06 17:50:57,5d6f8a46-d681-48ff-8b7d-da1d098acb68,Kristin Gierschner,kristin.gierschner@yahoo.com,Botsuana,Celulares,OnePlus 10 Pro,750.0,3,2250.0
64,2020-08-26 14:09:17,c8bf6071-cdd0-4de2-9fe3-b51117d3f5eb,Fredo Abba-Dulbecco,fredo.abba-dulbecco@yahoo.com,Kazakhstan,Acessórios,Protetor de tela de vidro,10.0,3,30.0
65,2019-05-11 02:13:57,ce146c5c-bc44-4e46-a629-edf93a57eb33,Dr. Imelda Rohleder B.Eng.,dr..b.eng.@gmail.com,Tansania,Acessórios,Carregador USB-C,25.0,1,25.0
66,2021-10-29 15:05:34,6a186b78-1258-4440-9e3a-b9384dbbc1b3,Владимирова Ксения Тимуровна,владимирова.тимуровна@gmail.com,Кувейт,Celulares,iPhone 13,850.0,1,850.0
67,2019-11-03 13:14:02,678f8653-3f48-49aa-9d00-a7eb7c6071a0,Jeffrey Holmes,jeffrey.holmes@hotmail.com,Saint Kitts and Nevis,Celulares,iPhone 13,850.0,1,850.0
68,2021-09-28 13:25:40,bd6c0668-ada6-454f-9e48-1707550eb96c,Edgar do Magalhães,edgar.magalhães@gmail.com,França,Celulares,iPhone 13,850.0,2,1700.0
69,2021-06-21 04:58:55,bd6c0668-ada6-454f-9e48-1707550eb96c,Edgar do Magalhães,edgar.magalhães@gmail.com,França,Celulares,Samsung Galaxy S22,799.0,3,2397.0
70,2022-07-01 04:28:25,cfd4765f-1f16-4ce7-9cd8-ab383d89219a,Maria Eduarda Cassiano,maria.cassiano@outlook.com,Malta,Acessórios,Smartwatch,150.0,5,750.0
71,2022-02-20 10:24:56,e4a5ae03-e6d3-4743-9ed5-a534468e14e4,Günter Junck-Dussen van,günter.van@yahoo.com,Republik Korea,Celulares,Xiaomi 12,599.0,5,2995.0
72,2019-11-24 19:41:59,ce146c5c-bc44-4e46-a629-edf93a57eb33,Dr. Imelda Rohleder B.Eng.,dr..b.eng.@gmail.com,Tansania,Celulares,Google Pixel 6,699.0,5,3495.0
73,2020-04-12 07:06:54,87b77ab0-b336-4fee-8780-378210c6ca8d,Carrie Carter,carrie.carter@yahoo.com,El Salvador,Acessórios,Protetor de tela de vidro,10.0,3,30.0
74,2019-10-07 08:58:11,bd6c0668-ada6-454f-9e48-1707550eb96c,Edgar do Magalhães,edgar.magalhães@gmail.com,França,Acessórios,Protetor de tela de vidro,10.0,4,40.0
75,2020-04-20 11:24:51,cfd4765f-1f16-4ce7-9cd8-ab383d89219a,Maria Eduarda Cassiano,maria.cassiano@outlook.com,Malta,Acessórios,Capa de Silicone,15.0,4,60.0
76,2022-06-26 09:22:11,38587199-26ba-4dbc-9a0b-f8e6a8449f38,Patrick Lacombe,patrick.lacombe@gmail.com,Malte,Acessórios,Protetor de tela de vidro,10.0,3,30.0
77,2024-08-05 02:51:02,c99669e5-ec69-4ead-bb0a-c67b40633030,Горбунова Наталья Филипповна,горбунова.филипповна@hotmail.com,Тунис,Celulares,OnePlus 10 Pro,750.0,4,3000.0
78,2021-08-01 01:06:54,bd6c0668-ada6-454f-9e48-1707550eb96c,Edgar do Magalhães,edgar.magalhães@gmail.com,França,Acessórios,Carregador USB-C,25.0,1,25.0
79,2019-09-11 01:40:11,ad1ecfba-571a-486e-82a6-cd750315806e,Maite Arias Blanco,maite.blanco@gmail.com,Chad,Acessórios,Fone de Ouvido Bluetooth,50.0,5,250.0
80,2021-03-12 18:07:23,9aad8dc4-3800-447e-8bd4-10a95030beb6,Georges Thibault,georges.thibault@gmail.com,Laos,Celulares,Xiaomi 12,599.0,4,2396.0
81,2020-08-23 17:14:42,5d6f8a46-d681-48ff-8b7d-da1d098acb68,Kristin Gierschner,kristin.gierschner@yahoo.com,Botsuana,Celulares,Xiaomi 12,599.0,2,1198.0
82,2023-02-09 18:24:06,2ec54ace-8dd2-4e8f-a32d-1b91bb98bc04,Dott. Annetta Castioni,dott..castioni@hotmail.com,Palestina,Celulares,OnePlus 10 Pro,750.0,1,750.0
83,2023-07-07 07:39:38,2ec66f2d-42f3-450a-b78b-add9c678982c,Anouk Rousset,anouk.rousset@outlook.com,Samoa,Acessórios,Power Bank 10000mAh,30.0,5,150.0
84,2020-11-20 10:08:26,9ed5b99c-1b4a-4e6c-a442-375e5c019f83,Davi Cirino,davi.cirino@gmail.com,Tailândia,Celulares,OnePlus 10 Pro,750.0,2,1500.0
85,2021-10-29 16:24:34,9eea1d01-405c-4b7e-9a31-21ae2563ad48,Valérie Michel-Leroy,valérie.michel-leroy@outlook.com,Allemagne,Acessórios,Smartwatch,150.0,4,600.0
86,2020-11-26 04:48:32,3902904f-632c-466b-bdc5-cf92c513be82,Aaron Pineda,aaron.pineda@yahoo.com,Congo,Acessórios,Fone de Ouvido Bluetooth,50.0,2,100.0
87,2021-06-13 22:57:21,ce146c5c-bc44-4e46-a629-edf93a57eb33,Dr. Imelda Rohleder B.Eng.,dr..b.eng.@gmail.com,Tansania,Acessórios,Carregador USB-C,25.0,4,100.0
88,2021-12-06 05:20:42,c8bf6071-cdd0-4de2-9fe3-b51117d3f5eb,Fredo Abba-Dulbecco,fredo.abba-dulbecco@yahoo.com,Kazakhstan,Acessórios,Protetor de tela de vidro,10.0,2,20.0
89,2022-05-11 13:17:06,5d6f8a46-d681-48ff-8b7d-da1d098acb68,Kristin Gierschner,kristin.gierschner@yahoo.com,Botsuana,Acessórios,Smartwatch,150.0,4,600.0
90,2019-08-12 02:02:31,38587199-26ba-4dbc-9a0b-f8e6a8449f38,Patrick Lacombe,patrick.lacombe@gmail.com,Malte,Celulares,Google Pixel 6,699.0,5,3495.0
91,2021-01-27 05:54:42,9eea1d01-405c-4b7e-9a31-21ae2563ad48,Valérie Michel-Leroy,valérie.michel-leroy@outlook.com,Allemagne,Celulares,Xiaomi 12,599.0,4,2396.0
92,2019-08-09 17:03:20,c8bf6071-cdd0-4de2-9fe3-b51117d3f5eb,Fredo Abba-Dulbecco,fredo.abba-dulbecco@yahoo.com,Kazakhstan,Celulares,iPhone 13,850.0,4,3400.0
93,2020-01-19 20:53:37,d7a53545-7e87-4c72-b28a-9ce8823d9e45,Ярослав Жанович Рогов,ярослав.рогов@gmail.com,Греция,Acessórios,Carregador USB-C,25.0,4,100.0
94,2023-01-22 15:32:30,d1c95b92-88fc-4e85-b9d2-e5c33eebb053,Arthur Meyers,arthur.meyers@gmail.com,Mauritius,Celulares,iPhone 13,850.0,5,4250.0
95,2021-06-02 03:06:04,22377fef-ef51-4799-b617-59b13b25fa2c,Lupita Agustina Rosado Márquez,lupita.márquez@outlook.com,Nueva Zelandia,Acessórios,Capa de Silicone,15.0,4,60.0
96,2022-04-22 23:55:32,f7754c5f-0add-424d-b830-a38240749b55,Diogo Nascimento,diogo.nascimento@yahoo.com,Suíça,Celulares,Samsung Galaxy S22,799.0,2,1598.0
97,2020-08-23 22:42:25,bf6d37ff-610a-4add-938d-a1cc2ffe2f9a,Андрей Яковлевич Бобылев,андрей.бобылев@gmail.com,Республика Корея,Celulares,Xiaomi 12,599.0,4,2396.0
98,2022-01-20 06:30:16,fa7c8d28-4504-49cc-a9df-bcebb3e3a174,William Matias,william.matias@hotmail.com,Zimbabué,Celulares,iPhone 13,850.0,1,850.0
99,2022-08-31 04:06:15,3902904f-632c-466b-bdc5-cf92c513be82,Aaron Pineda,aaron.pineda@yahoo.com,Congo,Celulares,Xiaomi 12,599.0,4,2396.0
100,2024-06-19 05:09:05,fa7c8d28-4504-49cc-a9df-bcebb3e3a174,William Matias,william.matias@hotmail.com,Zimbabué,Acessórios,Fone de Ouvido Bluetooth,50.0,2,100.0
101,2023-09-14 19:54:43,e5306aa5-e43d-4b1f-bb39-491a67768f80,Amanda Farias,amanda.farias@hotmail.com,Etiópia,Celulares,Samsung Galaxy S22,799.0,4,3196.0
102,2023-11-15 07:13:51,42cf8cf1-29a7-45b7-ad5b-cc9ff7bc4c43,Stacy Gilbert,stacy.gilbert@gmail.com,Saint Martin,Acessórios,Protetor de tela de vidro,10.0,3,30.0
103,2022-08-03 20:33:23,9295043f-af3f-4230-ada0-3db059ea32c4,Filiz Kreusel,filiz.kreusel@hotmail.com,Bosnien und Herzegowina,Acessórios,Power Bank 10000mAh,30.0,1,30.0
104,2022-05-21 04:16:45,3902904f-632c-466b-bdc5-cf92c513be82,Aaron Pineda,aaron.pineda@yahoo.com,Congo,Acessórios,Protetor de tela de vidro,10.0,4,40.0
105,2019-10-19 23:02:35,2ec54ace-8dd2-4e8f-a32d-1b91bb98bc04,Dott. Annetta Castioni,dott..castioni@hotmail.com,Palestina,Acessórios,Power Bank 10000mAh,30.0,4,120.0
106,2022-03-18 11:51:19,9ed5b99c-1b4a-4e6c-a442-375e5c019f83,Davi Cirino,davi.cirino@gmail.com,Tailândia,Acessórios,Smartwatch,150.0,1,150.0
107,2023-09-29 16:43:54,68533ab5-bec6-4f13-9a09-91bd0b4a0c91,Loredana Desio-Greggio,loredana.desio-greggio@gmail.com,Turkmenistan,Acessórios,Carregador USB-C,25.0,4,100.0
108,2023-05-06 21:09:00,c8bf6071-cdd0-4de2-9fe3-b51117d3f5eb,Fredo Abba-Dulbecco,fredo.abba-dulbecco@yahoo.com,Kazakhstan,Acessórios,Power Bank 10000mAh,30.0,5,150.0
109,2019-08-30 12:13:18,5d6f8a46-d681-48ff-8b7d-da1d098acb68,Kristin Gierschner,kristin.gierschner@yahoo.com,Botsuana,Celulares,Google Pixel 6,699.0,5,3495.0
110,2023-04-03 01:28:27,b677f751-8ab4-45cb-8604-7cb8ce25348b,Marianela Rosario Batalla Carnero,marianela.carnero@yahoo.com,Vanuatu,Acessórios,Carregador USB-C,25.0,3,75.0
111,2019-08-23 19:16:07,ad1ecfba-571a-486e-82a6-cd750315806e,Maite Arias Blanco,maite.blanco@gmail.com,Chad,Celulares,Xiaomi 12,599.0,5,2995.0
112,2024-05-15 22:26:08,9295043f-af3f-4230-ada0-3db059ea32c4,Filiz Kreusel,filiz.kreusel@hotmail.com,Bosnien und Herzegowina,Celulares,Xiaomi 12,599.0,1,599.0
113,2020-07-08 09:05:57,68533ab5-bec6-4f13-9a09-91bd0b4a0c91,Loredana Desio-Greggio,loredana.desio-greggio@gmail.com,Turkmenistan,Acessórios,Protetor de tela de vidro,10.0,3,30.0
114,2023-05-19 20:32:26,e5306aa5-e43d-4b1f-bb39-491a67768f80,Amanda Farias,amanda.farias@hotmail.com,Etiópia,Acessórios,Capa de Silicone,15.0,2,30.0
115,2020-02-28 20:42:37,82d9cbba-81f6-4204-b3c4-fca7f6fc5c53,Bianca Fernandes,bianca.fernandes@gmail.com,Moçambique,Acessórios,Power Bank 10000mAh,30.0,5,150.0
116,2019-03-24 10:41:16,38587199-26ba-4dbc-9a0b-f8e6a8449f38,Patrick Lacombe,patrick.lacombe@gmail.com,Malte,Celulares,OnePlus 10 Pro,750.0,1,750.0
117,2022-01-24 23:50:13,83bae745-2f38-46af-92f9-860922f5d562,Наумова Людмила Валериевна,наумова.валериевна@outlook.com,Сирия,Acessórios,Power Bank 10000mAh,30.0,4,120.0
118,2023-09-20 06:50:03,9295043f-af3f-4230-ada0-3db059ea32c4,Filiz Kreusel,filiz.kreusel@hotmail.com,Bosnien und Herzegowina,Acessórios,Fone de Ouvido Bluetooth,50.0,1,50.0
119,2019-12-17 02:56:23,4ab5f0d6-eb35-4fe5-ad03-dde6d45fc9d7,Sr. Diego Nascimento,sr..nascimento@yahoo.com,Sudão,Celulares,iPhone 13,850.0,3,2550.0
120,2021-06-05 01:24:24,7614631e-c909-429f-a6a5-d9a6a777f164,Hans-Joachim Eimer,hans-joachim.eimer@gmail.com,Papua-Neuguinea,Acessórios,Power Bank 10000mAh,30.0,1,30.0
121,2019-02-22 06:36:22,cfd4765f-1f16-4ce7-9cd8-ab383d89219a,Maria Eduarda Cassiano,maria.cassiano@outlook.com,Malta,Acessórios,Smartwatch,150.0,2,300.0
122,2020-03-19 23:48:42,42cf8cf1-29a7-45b7-ad5b-cc9ff7bc4c43,Stacy Gilbert,stacy.gilbert@gmail.com,Saint Martin,Acessórios,Fone de Ouvido Bluetooth,50.0,1,50.0
123,2022-11-16 22:55:25,1f19de5e-5592-47e8-9456-651f50e805fc,Dionisio Goicoechea Cañellas,dionisio.cañellas@outlook.com,Vanuatu,Celulares,Xiaomi 12,599.0,4,2396.0
124,2023-02-01 15:55:59,8136a5f4-f239-4abd-8cc6-382e15853ee3,Letícia da Rocha,letícia.rocha@outlook.com,Ilhas Heard e McDonald,Acessórios,Protetor de tela de vidro,10.0,4,40.0
125,2019-11-11 18:32:23,22377fef-ef51-4799-b617-59b13b25fa2c,Lupita Agustina Rosado Márquez,lupita.márquez@outlook.com,Nueva Zelandia,Celulares,Xiaomi 12,599.0,3,1797.0
126,2023-01-25 18:30:19,f70af145-77db-419d-8311-1c7c560bbfb7,Фёкла Николаевна Дорофеева,фёкла.дорофеева@gmail.com,Албания,Acessórios,Carregador USB-C,25.0,4,100.0
127,2022-12-25 17:53:32,82d9cbba-81f6-4204-b3c4-fca7f6fc5c53,Bianca Fernandes,bianca.fernandes@gmail.com,Moçambique,Acessórios,Fone de Ouvido Bluetooth,50.0,1,50.0
128,2019-08-06 21:02:34,5d6f8a46-d681-48ff-8b7d-da1d098acb68,Kristin Gierschner,kristin.gierschner@yahoo.com,Botsuana,Celulares,Xiaomi 12,599.0,5,2995.0
129,2019-10-09 02:55:24,68533ab5-bec6-4f13-9a09-91bd0b4a0c91,Loredana Desio-Greggio,loredana.desio-greggio@gmail.com,Turkmenistan,Acessórios,Protetor de tela de vidro,10.0,1,10.0
130,2024-08-13 00:16:29,d60eb749-72d0-4b70-96d5-65f577a541b7,Dipl.-Ing. Cord Lindau B.Sc.,dipl.-ing..b.sc.@outlook.com,Cookinseln,Acessórios,Carregador USB-C,25.0,3,75.0
131,2020-08-27 07:23:17,2ec54ace-8dd2-4e8f-a32d-1b91bb98bc04,Dott. Annetta Castioni,dott..castioni@hotmail.com,Palestina,Celulares,OnePlus 10 Pro,750.0,1,750.0
132,2020-02-24 05:03:16,83bae745-2f38-46af-92f9-860922f5d562,Наумова Людмила Валериевна,наумова.валериевна@outlook.com,Сирия,Acessórios,Protetor de tela de vidro,10.0,3,30.0
133,2019-04-11 11:11:58,2ec54ace-8dd2-4e8f-a32d-1b91bb98bc04,Dott. Annetta Castioni,dott..castioni@hotmail.com,Palestina,Celulares,Xiaomi 12,599.0,5,2995.0
134,2022-05-13 18:53:24,f70af145-77db-419d-8311-1c7c560bbfb7,Фёкла Николаевна Дорофеева,фёкла.дорофеева@gmail.com,Албания,Acessórios,Smartwatch,150.0,2,300.0
135,2022-04-26 06:28:14,9aad8dc4-3800-447e-8bd4-10a95030beb6,Georges Thibault,georges.thibault@gmail.com,Laos,Celulares,iPhone 13,850.0,4,3400.0
